RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
100,0,2/8/2010,ADESA,2005,5,FORD,FREESTAR FWD V6,SE,PASSENGER 3.9L LX,RED,AUTO,2.0,Covers,85003,AMERICAN,VAN,FORD,4645.0,5384.0,8601.0,9504.0,4645.0,6079.0,7487.0,9288.0,,,5546,33619,FL,5600.0,0,1633
101,0,2/8/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,SILVER,AUTO,2.0,Covers,65711,AMERICAN,MEDIUM,CHRYSLER,5039.0,6214.0,8160.0,9556.0,5418.0,6429.0,8649.0,9719.0,,,19638,33619,FL,4700.0,0,1215
102,0,2/8/2010,ADESA,2005,5,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 5.7L SLT,GREY,AUTO,1.0,Alloy,56064,AMERICAN,LARGE TRUCK,CHRYSLER,9202.0,11302.0,13865.0,15718.0,9922.0,12211.0,14344.0,16829.0,,,19638,33619,FL,11300.0,0,754
103,0,2/8/2010,ADESA,2006,4,CHRYSLER,300,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,62230,AMERICAN,SPECIALTY,CHRYSLER,9090.0,10656.0,13016.0,14681.0,10119.0,11611.0,14134.0,15616.0,,,5546,33619,FL,10100.0,0,1215
104,0,2/8/2010,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,WHITE,AUTO,2.0,Covers,62190,OTHER ASIAN,MEDIUM,OTHER,5207.0,5979.0,8864.0,10179.0,5406.0,6277.0,8550.0,9832.0,,,19638,33619,FL,5400.0,0,533
105,0,2/8/2010,ADESA,2005,5,DODGE,DURANGO 2WD V6,ST,4D SUV 3.7L,RED,AUTO,2.0,Covers,67426,AMERICAN,MEDIUM SUV,CHRYSLER,7224.0,8875.0,10726.0,12073.0,7790.0,9457.0,11442.0,12995.0,,,19638,33619,FL,9400.0,0,1118
106,0,2/8/2010,ADESA,2004,6,FORD,EXPEDITION 2WD V8,XLS,4D SUV 4.6L XLS,WHITE,AUTO,1.0,Alloy,75806,AMERICAN,LARGE SUV,FORD,7512.0,9026.0,11459.0,13719.0,7817.0,9222.0,10733.0,12322.0,,,5546,33619,FL,8600.0,0,1038
107,0,2/15/2010,ADESA,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,88991,AMERICAN,LARGE,GM,4343.0,5452.0,7626.0,8987.0,4352.0,5620.0,7033.0,8788.0,,,5546,33619,FL,5900.0,0,2152
108,0,2/15/2010,ADESA,2007,3,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L FFV BIG HORN,RED,AUTO,1.0,Alloy,89849,AMERICAN,LARGE TRUCK,CHRYSLER,12075.0,14451.0,16932.0,18439.0,15107.0,17357.0,19483.0,21861.0,,,19638,33619,FL,9900.0,0,983
109,0,2/15/2010,ADESA,2006,4,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,BLUE,AUTO,1.0,Alloy,81338,AMERICAN,MEDIUM SUV,GM,8890.0,10815.0,13062.0,14346.0,9240.0,11797.0,13807.0,16073.0,,,19638,33619,FL,7900.0,0,1243
110,0,2/15/2010,ADESA,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,SILVER,AUTO,1.0,Alloy,80077,AMERICAN,MEDIUM,GM,4858.0,5975.0,8286.0,9224.0,5142.0,6428.0,8237.0,9760.0,,,5546,33619,FL,6600.0,0,1373
111,0,2/15/2010,ADESA,2002,8,OLDSMOBILE,ALERO 4C,GL,4D SEDAN GL1,BROWN,AUTO,2.0,Covers,77233,AMERICAN,MEDIUM,GM,2072.0,2862.0,5511.0,7612.0,2099.0,3193.0,4617.0,5559.0,,,5546,33619,FL,4600.0,0,1806
112,0,2/15/2010,ADESA,2005,5,FORD,MUSTANG V6,Bas,2D COUPE,RED,AUTO,1.0,Alloy,66681,AMERICAN,SPORTS,FORD,8153.0,9182.0,11607.0,12883.0,8348.0,9174.0,11330.0,12474.0,,,5546,33619,FL,9500.0,0,728
114,0,2/22/2010,ADESA,2007,3,TOYOTA,CAMRY V6,LE,4D SEDAN LE,BLUE,AUTO,2.0,Covers,81930,TOP LINE ASIAN,MEDIUM,OTHER,10573.0,12032.0,16795.0,17453.0,10472.0,11521.0,15961.0,16874.0,,,20928,33619,FL,9700.0,0,594
115,0,2/22/2010,ADESA,2006,4,DODGE,DURANGO 2WD V8,Adv,4D SUV 4.7L ADVENTURER,SILVER,AUTO,1.0,Alloy,74131,AMERICAN,MEDIUM SUV,CHRYSLER,10883.0,12166.0,15402.0,16556.0,9100.0,11639.0,13748.0,15980.0,,,20928,33619,FL,10600.0,0,1389
116,0,2/22/2010,ADESA,2003,7,HYUNDAI,SONATA V6,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,72417,OTHER ASIAN,MEDIUM,OTHER,3115.0,4152.0,6003.0,7037.0,3064.0,3856.0,5969.0,6667.0,,,5546,33619,FL,5100.0,0,1103
117,0,2/22/2010,ADESA,2007,3,DODGE,MAGNUM V6,SE,WAGON 2.7L,BLUE,AUTO,2.0,Covers,64118,AMERICAN,SPECIALTY,CHRYSLER,8549.0,9808.0,12845.0,14134.0,8794.0,9910.0,12990.0,14001.0,,,20928,33619,FL,10100.0,0,1215
118,0,2/22/2010,ADESA,2005,5,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,SILVER,AUTO,1.0,Alloy,71423,AMERICAN,MEDIUM SUV,GM,7174.0,8314.0,10657.0,11866.0,7672.0,8960.0,10866.0,12399.0,,,19064,33619,FL,8800.0,0,1389
119,0,2/22/2010,ADESA,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,MAROON,AUTO,2.0,Covers,64650,AMERICAN,LARGE,GM,3898.0,4943.0,6977.0,8501.0,4102.0,5333.0,6923.0,8206.0,,,5546,33619,FL,6800.0,0,1703
120,0,2/22/2010,ADESA,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,WHITE,AUTO,1.0,Alloy,85388,AMERICAN,MEDIUM,CHRYSLER,3689.0,4605.0,6809.0,7730.0,4108.0,5183.0,7356.0,8535.0,,,5546,33619,FL,5000.0,0,1243
121,0,2/22/2010,ADESA,2004,6,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,BLUE,AUTO,2.0,Covers,95443,AMERICAN,COMPACT,GM,2953.0,3810.0,6832.0,8814.0,2761.0,3702.0,5849.0,7843.0,,,5546,33619,FL,4300.0,0,1341
122,0,2/22/2010,ADESA,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LT,SILVER,AUTO,1.0,Alloy,69337,AMERICAN,MEDIUM,GM,6627.0,7770.0,10753.0,11777.0,5671.0,6870.0,9349.0,11038.0,,,20928,33619,FL,6500.0,0,728
123,0,2/22/2010,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,SILVER,AUTO,2.0,Covers,46563,OTHER ASIAN,MEDIUM,OTHER,5398.0,6221.0,8847.0,10041.0,5244.0,6134.0,8632.0,9665.0,,,20928,33619,FL,6100.0,0,482
125,0,2/22/2010,ADESA,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,BLACK,AUTO,1.0,Alloy,71062,AMERICAN,LARGE,GM,7939.0,9414.0,11525.0,13317.0,8305.0,10003.0,11625.0,13681.0,,,20928,33619,FL,8200.0,0,1974
126,0,2/22/2010,ADESA,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,GREY,AUTO,2.0,Covers,80999,AMERICAN,LARGE,GM,7058.0,8082.0,10569.0,11668.0,7476.0,8507.0,10586.0,11882.0,,,5546,33619,FL,7900.0,0,2152
127,0,2/22/2010,ADESA,2007,3,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L,BLUE,AUTO,1.0,Alloy,66545,AMERICAN,VAN,CHRYSLER,9693.0,12057.0,13671.0,15991.0,11871.0,14671.0,15959.0,18815.0,,,20928,33619,FL,7800.0,0,1411
128,0,2/22/2010,ADESA,2004,6,SATURN,ION,1,4D SEDAN LEVEL 1,RED,MANUAL,1.0,Alloy,67785,AMERICAN,MEDIUM,GM,3103.0,3790.0,5925.0,6671.0,2395.0,3388.0,5220.0,6301.0,,,20928,33619,FL,4400.0,0,728
129,0,2/22/2010,ADESA,2007,3,MAZDA,MAZDA6,i,4D SEDAN I,MAROON,AUTO,1.0,Alloy,71952,OTHER ASIAN,MEDIUM,OTHER,9653.0,10778.0,13469.0,14600.0,9983.0,11249.0,13424.0,14541.0,,,20928,33619,FL,7500.0,0,1272
130,0,3/1/2010,ADESA,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,GREEN,AUTO,1.0,Alloy,70741,AMERICAN,MEDIUM,GM,7146.0,8382.0,10398.0,12048.0,6635.0,7866.0,10354.0,11480.0,,,19638,33619,FL,6900.0,0,1272
131,0,3/1/2010,ADESA,2003,7,TOYOTA,CAMRY 4C,LE,4D SEDAN LE,BLUE,AUTO,2.0,Covers,94318,TOP LINE ASIAN,MEDIUM,OTHER,5825.0,6662.0,8859.0,9966.0,5559.0,6539.0,8491.0,10252.0,,,5546,33619,FL,7100.0,0,920
132,0,3/1/2010,ADESA,2005,5,FORD,FREESTYLE FWD V6,SE,4D CUV 3.0L SE,BLACK,AUTO,1.0,Alloy,69440,AMERICAN,CROSSOVER,FORD,7173.0,8568.0,11024.0,12342.0,6265.0,7963.0,9679.0,11315.0,,,5546,33619,FL,8600.0,0,1313
133,0,3/1/2010,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,2.0,Covers,54268,AMERICAN,MEDIUM,FORD,3739.0,4624.0,7003.0,8485.0,3717.0,4782.0,6631.0,7823.0,,,5546,33619,FL,5200.0,0,754
134,1,3/1/2010,ADESA,2003,7,SATURN,L SERIES,L20,4D SEDAN L200,BLUE,AUTO,,,59072,AMERICAN,MEDIUM,GM,3458.0,4653.0,6222.0,7512.0,3458.0,4653.0,6222.0,7512.0,,,19638,33619,FL,5100.0,0,1469
135,0,3/1/2010,ADESA,2004,6,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES,SILVER,AUTO,2.0,Covers,86028,OTHER ASIAN,MEDIUM,OTHER,5069.0,6199.0,8142.0,9173.0,4001.0,4958.0,6630.0,7704.0,,,5546,33619,FL,6300.0,0,594
136,0,3/1/2010,ADESA,2004,6,JEEP,LIBERTY 2WD V6,Lim,4D SUV LIMITED,RED,AUTO,1.0,Alloy,64677,AMERICAN,SMALL SUV,CHRYSLER,7102.0,8063.0,12790.0,14520.0,7139.0,8084.0,12944.0,14657.0,,,19638,33619,FL,8500.0,0,630
137,0,3/1/2010,ADESA,2003,7,FORD,TAURUS,SE,4D SEDAN SE,BLUE,AUTO,1.0,Alloy,68874,AMERICAN,MEDIUM,FORD,2974.0,3997.0,5798.0,6935.0,2811.0,3840.0,5432.0,6811.0,,,5546,33619,FL,4100.0,0,1125
138,1,3/1/2010,ADESA,2003,7,FORD,FOCUS,SE,4D WAGON,GREEN,AUTO,1.0,Alloy,64554,AMERICAN,COMPACT,FORD,3129.0,4254.0,5786.0,6924.0,2902.0,3721.0,5946.0,6848.0,,,19638,33619,FL,5300.0,0,1320
140,0,3/1/2010,ADESA,2006,4,SUZUKI,FORENZA,,4D SEDAN,WHITE,MANUAL,2.0,Covers,23881,OTHER ASIAN,MEDIUM,OTHER,4325.0,5406.0,7860.0,9824.0,4165.0,5171.0,7855.0,9752.0,,,19638,33619,FL,6200.0,0,462
141,0,3/1/2010,ADESA,2007,3,SUZUKI,RENO,,4D SEDAN,SILVER,AUTO,2.0,Covers,50532,OTHER ASIAN,COMPACT,OTHER,5660.0,6628.0,8872.0,9711.0,5129.0,5987.0,8166.0,9532.0,,,19638,33619,FL,5600.0,0,505
142,1,3/1/2010,ADESA,2005,5,CHEVROLET,IMPALA,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,60554,AMERICAN,LARGE,GM,4690.0,5796.0,7488.0,9182.0,4340.0,5590.0,7370.0,9073.0,,,19638,33619,FL,6200.0,0,1703
143,0,3/1/2010,ADESA,2003,7,FORD,EXPEDITION 2WD V8,Edd,4D SUV 4.6L EDDIE BAUER,WHITE,AUTO,1.0,Alloy,91558,AMERICAN,LARGE SUV,FORD,8630.0,9792.0,11589.0,12358.0,7889.0,8989.0,10529.0,11868.0,,,5546,33619,FL,9800.0,0,1497
144,1,3/1/2010,ADESA,2001,9,FORD,EXPEDITION 2WD V8,Edd,4D SUV 5.4L EDDIE BAUER,RED,AUTO,1.0,Alloy,63377,AMERICAN,LARGE SUV,FORD,4769.0,6001.0,8035.0,9312.0,5199.0,6557.0,8239.0,9329.0,,,5546,33619,FL,8300.0,0,1223
145,0,3/1/2010,ADESA,2004,6,DODGE,1500 RAM PICKUP 2WD,ST,REG CAB 3.7L,RED,AUTO,1.0,Alloy,59391,AMERICAN,LARGE TRUCK,CHRYSLER,4526.0,5582.0,8143.0,9500.0,4446.0,5621.0,7944.0,9710.0,,,5546,33619,FL,7600.0,0,505
146,0,3/1/2010,ADESA,2007,3,KIA,SPECTRA,EX,4D SEDAN EX,SILVER,AUTO,2.0,Covers,44367,OTHER ASIAN,MEDIUM,OTHER,6132.0,7138.0,9678.0,10778.0,6238.0,7267.0,9580.0,10269.0,,,19638,33619,FL,6300.0,0,482
147,0,3/1/2010,ADESA,2005,5,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,44515,AMERICAN,MEDIUM,CHRYSLER,4198.0,5200.0,7936.0,9366.0,3537.0,4588.0,6867.0,7598.0,,,19638,33619,FL,6100.0,0,834
148,0,3/8/2010,ADESA,2001,9,OLDSMOBILE,SILHOUETTE,GL,4D MINIVAN EXT 3.4L GLS,GOLD,AUTO,1.0,Alloy,83238,AMERICAN,VAN,GM,2752.0,3533.0,5427.0,6472.0,2422.0,3382.0,4996.0,6209.0,,,5546,33619,FL,5100.0,0,5392
149,0,3/8/2010,ADESA,2002,8,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,SILVER,AUTO,1.0,Alloy,92532,AMERICAN,SMALL SUV,FORD,4934.0,6104.0,8163.0,9495.0,4711.0,6099.0,7832.0,8899.0,,,5546,33619,FL,6400.0,0,1930
150,0,3/8/2010,ADESA,2007,3,KIA,OPTIMA 4C,EX,4D SEDAN,SILVER,AUTO,2.0,Covers,68165,OTHER ASIAN,MEDIUM,OTHER,7151.0,7576.0,10339.0,10720.0,6603.0,8038.0,10146.0,11314.0,,,19638,33619,FL,7300.0,0,728
152,0,3/8/2010,ADESA,2001,9,FORD,MUSTANG V6,Bas,2D COUPE,BLUE,AUTO,1.0,Alloy,86414,AMERICAN,SPORTS,FORD,3506.0,4235.0,6110.0,7610.0,3291.0,4384.0,5450.0,6965.0,,,5546,33619,FL,5800.0,0,1153
153,0,3/8/2010,ADESA,2006,4,SATURN,ION,3,4D SEDAN LEVEL 3,BLACK,AUTO,1.0,Alloy,36142,AMERICAN,MEDIUM,GM,6587.0,7595.0,10777.0,12426.0,5764.0,7390.0,8822.0,10021.0,,,19638,33619,FL,6300.0,0,582
154,0,3/8/2010,ADESA,2004,6,DODGE,NEON,SE,4D SEDAN,RED,AUTO,2.0,Covers,80788,AMERICAN,COMPACT,CHRYSLER,3122.0,3900.0,5852.0,6804.0,2747.0,3591.0,5832.0,6856.0,,,5546,33619,FL,4100.0,0,723
155,0,3/8/2010,ADESA,2005,5,FORD,FIVE HUNDRED,SE,4D SEDAN SE,GREEN,AUTO,1.0,Alloy,93346,AMERICAN,LARGE,FORD,5880.0,7345.0,9368.0,10988.0,6149.0,7671.0,9643.0,11618.0,,,5546,33619,FL,6600.0,0,1774
157,0,3/8/2010,ADESA,2007,3,SUZUKI,FORENZA,,4D SEDAN,WHITE,AUTO,2.0,Covers,68183,OTHER ASIAN,MEDIUM,OTHER,5410.0,6307.0,8517.0,9424.0,4803.0,5718.0,8330.0,9182.0,,,19638,33619,FL,6600.0,0,533
158,0,3/15/2010,ADESA,2005,5,CHRYSLER,300,Tou,4D SEDAN,SILVER,AUTO,1.0,Alloy,64839,AMERICAN,SPECIALTY,CHRYSLER,8725.0,10093.0,11793.0,13975.0,8113.0,9737.0,11232.0,13214.0,,,5546,33619,FL,10400.0,0,1215
159,0,3/15/2010,ADESA,2002,8,FORD,RANGER PICKUP 2WD V6,Edg,2D EXT CAB 3.0L EDGE,YELLOW,MANUAL,1.0,Alloy,75484,AMERICAN,SMALL TRUCK,FORD,4661.0,5666.0,7917.0,9071.0,4871.0,6061.0,8005.0,9312.0,,,5546,33619,FL,7100.0,0,869
160,0,3/15/2010,ADESA,2004,6,FORD,FOCUS,ZTW,4D WAGON ZTW,GREY,AUTO,1.0,Alloy,59287,AMERICAN,COMPACT,FORD,2734.0,3778.0,6025.0,6932.0,3426.0,4203.0,6445.0,7413.0,,,19638,33619,FL,6100.0,0,920
161,0,3/15/2010,ADESA,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,RED,AUTO,2.0,Covers,63151,AMERICAN,MEDIUM,GM,6843.0,7845.0,10022.0,10942.0,6702.0,7845.0,10656.0,12473.0,,,19638,33619,FL,7100.0,0,923
162,0,3/15/2010,ADESA,2005,5,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L SLT,WHITE,AUTO,1.0,Alloy,46695,AMERICAN,LARGE TRUCK,CHRYSLER,8578.0,10148.0,12893.0,14347.0,9020.0,11168.0,13252.0,15018.0,,,19638,33619,FL,11700.0,0,693
163,0,3/15/2010,ADESA,2003,7,CHEVROLET,MONTE CARLO,LS,2D COUPE LS,GOLD,AUTO,1.0,Alloy,58897,AMERICAN,LARGE,GM,4055.0,4911.0,6993.0,8196.0,3977.0,5225.0,7028.0,8562.0,,,5546,33619,FL,6500.0,0,1800
164,0,3/15/2010,ADESA,2005,5,DODGE,DURANGO 2WD V8,SLT,4D SUV 4.7L SLT,WHITE,AUTO,2.0,Covers,65363,AMERICAN,MEDIUM SUV,CHRYSLER,8086.0,9459.0,12214.0,13414.0,8130.0,9945.0,11827.0,13735.0,,,19638,33619,FL,10500.0,0,1215
165,0,3/15/2010,ADESA,2002,8,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,BLUE,AUTO,1.0,Alloy,75237,AMERICAN,SMALL SUV,FORD,4783.0,5936.0,7949.0,9458.0,4933.0,6166.0,8119.0,9322.0,,,19638,33619,FL,6600.0,0,1689
166,0,3/15/2010,ADESA,2006,4,FORD,TAURUS,SE,4D SEDAN SE,GREEN,AUTO,1.0,Alloy,85042,AMERICAN,MEDIUM,FORD,4872.0,5998.0,8066.0,9358.0,4634.0,5985.0,7910.0,9367.0,,,19638,33619,FL,4600.0,0,983
167,0,3/15/2010,ADESA,2006,4,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,2.0,Covers,87701,AMERICAN,LARGE,GM,7477.0,8519.0,10588.0,11897.0,6815.0,8103.0,10210.0,11597.0,,,19638,33619,FL,7200.0,0,2152
168,0,3/22/2010,ADESA,2003,7,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,GREY,AUTO,1.0,Alloy,92816,AMERICAN,MEDIUM SUV,GM,6120.0,7431.0,10195.0,11755.0,5770.0,6795.0,9406.0,10590.0,,,19638,33619,FL,7700.0,0,1641
169,0,3/22/2010,ADESA,2003,7,SATURN,L SERIES,L20,4D SEDAN L200,WHITE,AUTO,2.0,Covers,97221,AMERICAN,MEDIUM,GM,3666.0,4925.0,6135.0,7515.0,2879.0,3872.0,6339.0,7096.0,,,5546,33619,FL,4600.0,0,2074
170,0,3/22/2010,ADESA,2005,5,HYUNDAI,ACCENT,GLS,4D SEDAN GLS,WHITE,AUTO,2.0,Covers,73726,OTHER ASIAN,COMPACT,OTHER,3295.0,4183.0,6362.0,7066.0,2946.0,4098.0,6044.0,7087.0,,,5546,33619,FL,4100.0,0,920
171,0,3/22/2010,ADESA,2005,5,CHEVROLET,UPLANDER FWD V6,Bas,PASSENGER EXT 3.5L,GOLD,AUTO,2.0,Covers,47550,AMERICAN,VAN,GM,5785.0,7168.0,8927.0,10598.0,4844.0,6215.0,8367.0,9704.0,,,19638,33619,FL,7800.0,0,1398
172,0,3/22/2010,ADESA,2004,6,DODGE,STRATUS V6,SE,4D SEDAN SE,SILVER,AUTO,2.0,Covers,63079,AMERICAN,MEDIUM,CHRYSLER,3309.0,4502.0,6242.0,7444.0,2491.0,3321.0,5275.0,6188.0,,,5546,33619,FL,4600.0,0,1215
173,0,3/22/2010,ADESA,2004,6,HYUNDAI,ELANTRA,GLS,4D SEDAN,WHITE,AUTO,2.0,Covers,64064,OTHER ASIAN,MEDIUM,OTHER,3593.0,4660.0,8268.0,10724.0,3388.0,4327.0,6468.0,7390.0,,,19638,33619,FL,5000.0,0,533
174,0,3/22/2010,ADESA,2003,7,FORD,MUSTANG V6,Bas,2D COUPE,SILVER,AUTO,1.0,Alloy,88027,AMERICAN,SPORTS,FORD,4871.0,5850.0,7772.0,9267.0,4675.0,5734.0,7808.0,8614.0,,,5546,33619,FL,5700.0,0,1153
175,0,3/22/2010,ADESA,2005,5,HYUNDAI,ELANTRA,GLS,4D SEDAN,RED,AUTO,2.0,Covers,82164,OTHER ASIAN,MEDIUM,OTHER,4016.0,4841.0,7038.0,8270.0,3750.0,4586.0,6591.0,8060.0,,,5546,33619,FL,5600.0,0,594
176,0,3/22/2010,ADESA,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,RED,AUTO,2.0,Covers,84763,AMERICAN,COMPACT,GM,5528.0,6586.0,8470.0,9913.0,5018.0,6035.0,8371.0,9223.0,,,5546,33619,FL,5900.0,0,853
177,0,3/22/2010,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,2.0,Covers,52113,AMERICAN,MEDIUM,FORD,3851.0,4867.0,6936.0,8434.0,3616.0,4846.0,6893.0,7899.0,,,5546,33619,FL,5600.0,0,754
178,0,3/22/2010,ADESA,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,49893,AMERICAN,MEDIUM,CHRYSLER,6269.0,7271.0,9403.0,10570.0,6170.0,7100.0,9391.0,10536.0,,,19638,33619,FL,6600.0,0,975
179,0,3/22/2010,ADESA,2003,7,SATURN,ION,3,4D SEDAN LEVEL 3,MAROON,AUTO,1.0,Alloy,92782,AMERICAN,MEDIUM,GM,3741.0,4678.0,6368.0,7630.0,3320.0,4417.0,6086.0,7422.0,,,5546,33619,FL,4700.0,0,1209
180,0,3/22/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2.0,Covers,46001,AMERICAN,MEDIUM,CHRYSLER,5551.0,6699.0,8670.0,9829.0,5130.0,6125.0,8318.0,9436.0,,,19638,33619,FL,6500.0,0,975
181,1,3/29/2010,ADESA,2004,6,CHEVROLET,1500 SILVERADO PICKU,LS,EXT CAB 4.8L,GREY,AUTO,2.0,Covers,62990,AMERICAN,LARGE TRUCK,GM,6217.0,7767.0,10090.0,11805.0,5309.0,6694.0,8983.0,11326.0,,,19619,33619,FL,8300.0,0,1020
182,1,3/29/2010,ADESA,2004,6,FORD,EXPLORER 2WD V6,XLT,4D SUV 4.0L FFV XLT,SILVER,AUTO,1.0,Alloy,78992,AMERICAN,MEDIUM SUV,FORD,6702.0,7909.0,9788.0,11066.0,6659.0,7961.0,10137.0,11356.0,,,19619,33619,FL,8300.0,0,1155
184,1,3/29/2010,ADESA,2004,6,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2.0,Covers,60522,AMERICAN,MEDIUM,CHRYSLER,4196.0,5053.0,7137.0,8089.0,3534.0,4563.0,6998.0,9035.0,,,19619,33619,FL,5900.0,0,1215
185,1,3/29/2010,ADESA,2002,8,BUICK,PARK AVENUE,Bas,4D SEDAN,WHITE,AUTO,1.0,Alloy,73725,AMERICAN,LARGE,GM,4862.0,6216.0,8540.0,10127.0,5500.0,7139.0,8546.0,9974.0,,,19619,33619,FL,5900.0,0,2274
186,0,3/29/2010,ADESA,2006,4,MITSUBISHI,ENDEAVOR FWD,LS,4D SPORT UTILITY LS,WHITE,AUTO,1.0,Alloy,71214,OTHER ASIAN,MEDIUM SUV,OTHER,8857.0,10225.0,12523.0,13812.0,8015.0,9071.0,11488.0,12783.0,,,5546,33619,FL,8000.0,0,569
187,0,3/29/2010,ADESA,2004,6,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLUE,AUTO,1.0,Alloy,60530,AMERICAN,MEDIUM,CHRYSLER,4196.0,5053.0,7137.0,8089.0,3242.0,4180.0,6736.0,7809.0,,,19619,33619,FL,6300.0,0,1215
188,0,3/29/2010,ADESA,2005,5,FORD,TAURUS,SEL,4D SEDAN SEL FFV,SILVER,AUTO,1.0,Alloy,66695,AMERICAN,MEDIUM,FORD,4668.0,5538.0,7714.0,8713.0,3566.0,4775.0,6591.0,8258.0,,,19619,33619,FL,6000.0,0,825
189,0,3/29/2010,ADESA,2006,4,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,WHITE,AUTO,1.0,Alloy,89030,AMERICAN,LARGE,FORD,7807.0,9690.0,11179.0,13113.0,7329.0,9281.0,11271.0,13405.0,,,5546,33619,FL,7700.0,0,1633
190,0,3/29/2010,ADESA,2006,4,KIA,SPECTRA,EX,4D SEDAN,BLUE,AUTO,2.0,Covers,36425,OTHER ASIAN,MEDIUM,OTHER,5017.0,6174.0,7981.0,8825.0,5728.0,6705.0,8620.0,9518.0,,,5546,33619,FL,6500.0,0,462
191,0,3/29/2010,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE FFV,GREY,AUTO,1.0,Alloy,58823,AMERICAN,MEDIUM,FORD,4346.0,5727.0,7345.0,8929.0,3787.0,4908.0,7728.0,10015.0,,,19619,33619,FL,5800.0,0,754
192,0,3/29/2010,ADESA,2005,5,DODGE,MAGNUM V6,SE,WAGON 3.5L,GREY,AUTO,1.0,Alloy,72592,AMERICAN,SPECIALTY,CHRYSLER,6975.0,8654.0,11111.0,12440.0,7708.0,9008.0,11357.0,12729.0,,,5546,33619,FL,9400.0,0,1389
193,0,3/29/2010,ADESA,2006,4,CHRYSLER,PACIFICA FWD,Tou,4D SPORT TOURING,SILVER,AUTO,1.0,Alloy,79015,AMERICAN,CROSSOVER,CHRYSLER,11290.0,13198.0,14310.0,16387.0,10137.0,12403.0,13394.0,15388.0,,,19619,33619,FL,8700.0,0,1389
194,0,3/29/2010,ADESA,2002,8,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,WHITE,AUTO,1.0,Alloy,88667,AMERICAN,MEDIUM,GM,3061.0,4280.0,5546.0,7402.0,2700.0,3632.0,5262.0,6617.0,,,5546,33619,FL,3900.0,0,2712
195,0,3/29/2010,ADESA,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2.0,Covers,58499,AMERICAN,MEDIUM,CHRYSLER,5557.0,6686.0,8544.0,10008.0,5180.0,6100.0,8432.0,9413.0,,,5546,33619,FL,6300.0,0,1086
